year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1994,2,1,2.0,-1.3,3.7,2.7,2.7,0.7
1994,2,2,-0.7,-2.6,2.0,1.8,1.8,2.2
1994,2,3,-1.4,-3.1,-0.1,0.7,0.7,0.7
1994,2,4,2.1,-0.4,5.1,,,
1994,2,5,3.0,0.8,6.7,,,
1994,2,6,4.5,2.8,9.2,,,
1994,2,7,4.4,2.3,8.0,,,
1994,2,8,5.8,2.5,9.0,,,
1994,2,9,-0.7,-3.8,4.9,10.3,10.3,3.5
1994,2,10,-4.1,-5.5,-2.1,13.4,13.4,16.0
1994,2,11,-1.5,-4.6,1.7,,,
1994,2,12,-2.6,-4.4,0.3,2.2,2.2,2.2
1994,2,13,-0.3,-3.9,3.4,,,
1994,2,14,2.5,0.4,7.0,,,
1994,2,15,3.0,0.4,5.1,,,
1994,2,16,1.5,-0.1,4.1,,,
1994,2,17,3.8,0.2,10.6,,,
1994,2,18,7.4,3.9,12.0,,,
1994,2,19,7.7,3.7,14.9,,,
1994,2,20,8.3,6.1,14.1,,,
1994,2,21,2.2,-1.9,8.0,2.6,2.6,3.0
1994,2,22,1.0,-1.3,3.9,,,
1994,2,23,-0.6,-2.4,1.9,,,
1994,2,24,-1.3,-2.3,0.8,,,
1994,2,25,-1.0,-2.0,1.5,,,
1994,2,26,-0.9,-1.8,1.1,0.0,0.0,0.0
1994,2,27,1.4,-0.9,6.2,,,
1994,2,28,5.5,1.1,11.2,,,
