year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1990,6,1,16.0,14.4,19.0,,,
1990,6,2,18.0,14.2,23.4,,,
1990,6,3,18.6,14.0,25.2,,,
1990,6,4,19.9,14.9,27.1,,,
1990,6,5,19.3,15.0,25.8,,,
1990,6,6,21.8,14.8,29.8,,,
1990,6,7,22.1,16.0,28.4,,,
1990,6,8,19.0,17.8,19.8,37.0,37.0,
1990,6,9,17.1,14.8,20.3,0.8,0.8,
1990,6,10,19.2,17.0,22.0,5.0,5.0,
1990,6,11,18.5,17.5,20.4,0.5,0.5,
1990,6,12,20.8,17.7,25.0,,,
1990,6,13,21.7,16.7,28.9,,,
1990,6,14,21.9,20.2,25.1,,,
1990,6,15,20.1,18.4,22.1,26.4,26.4,
1990,6,16,20.0,15.3,26.0,1.6,1.6,
1990,6,17,22.5,17.2,29.8,,,
1990,6,18,21.5,18.7,24.8,3.4,3.4,
1990,6,19,21.2,19.7,23.0,124.8,124.8,
1990,6,20,20.7,19.2,22.9,25.0,25.0,
1990,6,21,20.0,17.9,22.1,46.7,46.7,
1990,6,22,20.5,17.8,23.2,0.1,0.1,
1990,6,23,22.8,21.5,25.1,51.0,51.0,
1990,6,24,23.8,22.2,26.3,31.9,31.9,
1990,6,25,22.8,21.9,25.2,53.1,53.1,
1990,6,26,19.6,18.3,22.2,6.1,6.1,
1990,6,27,20.6,18.1,23.6,0.0,0.0,
1990,6,28,21.5,19.7,24.2,4.4,4.4,
1990,6,29,21.7,18.0,25.9,21.6,21.6,
1990,6,30,22.3,18.4,27.8,,,
