item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/03),"5,550",1일전 (01/02),"5,457",1주일전 (12/27),"5,420",2주일전 (12/20),"5,420",1개월전,"5,417",1년전,"5,348",일평년,"5,000",2023-01-03
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/03),"6,668",1일전 (01/02),"6,668",1주일전 (12/27),"6,583",2주일전 (12/20),"6,987",1개월전,"6,310",1년전,"7,810",일평년,"8,003",2023-01-03
녹두,143,국산(500g),0,상품,4,500g,당일 (01/03),"10,683",1일전 (01/02),"10,683",1주일전 (12/27),"10,654",2주일전 (12/20),"10,654",1개월전,"10,829",1년전,"11,072",일평년,"7,626",2023-01-03
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/03),"5,173",1일전 (01/02),"5,232",1주일전 (12/27),"5,195",2주일전 (12/20),"5,152",1개월전,"5,260",1년전,"5,429",일평년,"5,086",2023-01-03
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/03),"4,076",1일전 (01/02),"4,076",1주일전 (12/27),"4,076",2주일전 (12/20),"4,076",1개월전,"4,093",1년전,"4,415",일평년,"4,091",2023-01-03
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/03),430,1일전 (01/02),430,1주일전 (12/27),421,2주일전 (12/20),405,1개월전,420,1년전,398,일평년,359,2023-01-03
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/03),352,1일전 (01/02),352,1주일전 (12/27),362,2주일전 (12/20),353,1개월전,348,1년전,258,일평년,257,2023-01-03
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/04),"49,982",1일전 (01/03),"50,027",1주일전 (12/28),"51,357",2주일전 (12/21),"53,084",1개월전,"51,882",1년전,"54,910",일평년,"53,143",2023-01-04
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/04),"3,681",1일전 (01/03),"3,681",1주일전 (12/28),"3,619",2주일전 (12/21),"3,593",1개월전,"3,639",1년전,"4,716",일평년,"4,579",2023-01-04
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/04),"5,479",1일전 (01/03),"5,550",1주일전 (12/28),"5,457",2주일전 (12/21),"5,420",1개월전,"5,417",1년전,"5,349",일평년,"4,998",2023-01-04
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/04),"6,668",1일전 (01/03),"6,668",1주일전 (12/28),"6,626",2주일전 (12/21),"7,107",1개월전,"6,310",1년전,"7,806",일평년,"8,046",2023-01-04
녹두,143,국산(500g),0,상품,4,500g,당일 (01/04),"10,683",1일전 (01/03),"10,683",1주일전 (12/28),"10,683",2주일전 (12/21),"10,654",1개월전,"10,829",1년전,"11,084",일평년,"7,627",2023-01-04
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/04),"5,193",1일전 (01/03),"5,173",1주일전 (12/28),"5,195",2주일전 (12/21),"5,141",1개월전,"5,260",1년전,"5,440",일평년,"5,096",2023-01-04
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/04),"4,076",1일전 (01/03),"4,076",1주일전 (12/28),"4,076",2주일전 (12/21),"4,076",1개월전,"4,093",1년전,"4,415",일평년,"4,109",2023-01-04
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/04),430,1일전 (01/03),430,1주일전 (12/28),425,2주일전 (12/21),405,1개월전,420,1년전,368,일평년,353,2023-01-04
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/04),352,1일전 (01/03),352,1주일전 (12/28),362,2주일전 (12/21),353,1개월전,348,1년전,261,일평년,259,2023-01-04
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/05),"50,209",1일전 (01/04),"49,982",1주일전 (12/29),"50,020",2주일전 (12/22),"51,402",1개월전,"51,730",1년전,"54,897",일평년,"53,140",2023-01-05
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/05),"3,668",1일전 (01/04),"3,681",1주일전 (12/29),"3,681",2주일전 (12/22),"3,593",1개월전,"3,638",1년전,"4,723",일평년,"4,579",2023-01-05
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/05),"5,465",1일전 (01/04),"5,479",1주일전 (12/29),"5,420",2주일전 (12/22),"5,456",1개월전,"5,426",1년전,"5,349",일평년,"4,998",2023-01-05
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/05),"6,649",1일전 (01/04),"6,668",1주일전 (12/29),"6,668",2주일전 (12/22),"6,586",1개월전,"6,306",1년전,"7,800",일평년,"8,044",2023-01-05
녹두,143,국산(500g),0,상품,4,500g,당일 (01/05),"10,683",1일전 (01/04),"10,683",1주일전 (12/29),"10,683",2주일전 (12/22),"10,654",1개월전,"10,811",1년전,"11,084",일평년,"7,627",2023-01-05
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/05),"5,172",1일전 (01/04),"5,193",1주일전 (12/29),"5,219",2주일전 (12/22),"5,235",1개월전,"5,259",1년전,"5,429",일평년,"5,097",2023-01-05
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/05),"4,076",1일전 (01/04),"4,076",1주일전 (12/29),"4,076",2주일전 (12/22),"4,076",1개월전,"4,093",1년전,"4,415",일평년,"4,109",2023-01-05
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/05),437,1일전 (01/04),430,1주일전 (12/29),426,2주일전 (12/22),419,1개월전,420,1년전,368,일평년,353,2023-01-05
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/05),346,1일전 (01/04),352,1주일전 (12/29),350,2주일전 (12/22),357,1개월전,348,1년전,265,일평년,256,2023-01-05
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/06),"50,209",1일전 (01/05),"50,209",1주일전 (12/30),"50,020",2주일전 (12/23),"51,323",1개월전,"51,595",1년전,"54,773",일평년,"53,109",2023-01-06
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/06),"3,668",1일전 (01/05),"3,668",1주일전 (12/30),"3,681",2주일전 (12/23),"3,593",1개월전,"3,655",1년전,"4,730",일평년,"4,581",2023-01-06
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/06),"5,465",1일전 (01/05),"5,465",1주일전 (12/30),"5,420",2주일전 (12/23),"5,420",1개월전,"5,409",1년전,"5,350",일평년,"4,998",2023-01-06
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/06),"6,649",1일전 (01/05),"6,649",1주일전 (12/30),"6,668",2주일전 (12/23),"6,446",1개월전,"6,292",1년전,"7,796",일평년,"8,039",2023-01-06
녹두,143,국산(500g),0,상품,4,500g,당일 (01/06),"10,638",1일전 (01/05),"10,683",1주일전 (12/30),"10,683",2주일전 (12/23),"10,654",1개월전,"10,776",1년전,"11,084",일평년,"7,628",2023-01-06
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/06),"5,191",1일전 (01/05),"5,172",1주일전 (12/30),"5,239",2주일전 (12/23),"5,235",1개월전,"5,228",1년전,"5,447",일평년,"5,092",2023-01-06
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/06),"4,076",1일전 (01/05),"4,076",1주일전 (12/30),"4,076",2주일전 (12/23),"4,076",1개월전,"4,093",1년전,"4,422",일평년,"4,112",2023-01-06
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/06),437,1일전 (01/05),437,1주일전 (12/30),426,2주일전 (12/23),419,1개월전,418,1년전,365,일평년,351,2023-01-06
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/06),346,1일전 (01/05),346,1주일전 (12/30),350,2주일전 (12/23),358,1개월전,351,1년전,268,일평년,257,2023-01-06
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/07),-,1일전 (01/06),"50,209",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"51,595",1년전,"54,773",일평년,"53,109",2023-01-07
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/07),-,1일전 (01/06),"3,668",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"3,655",1년전,"4,730",일평년,"4,581",2023-01-07
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/07),-,1일전 (01/06),"5,465",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"5,409",1년전,"5,350",일평년,"4,998",2023-01-07
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/07),-,1일전 (01/06),"6,649",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"6,292",1년전,"7,796",일평년,"8,039",2023-01-07
녹두,143,국산(500g),0,상품,4,500g,당일 (01/07),-,1일전 (01/06),"10,638",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"10,776",1년전,"11,084",일평년,"7,628",2023-01-07
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/07),-,1일전 (01/06),"5,191",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"5,228",1년전,"5,447",일평년,"5,092",2023-01-07
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/07),-,1일전 (01/06),"4,076",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"4,093",1년전,"4,422",일평년,"4,112",2023-01-07
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/07),-,1일전 (01/06),437,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,418,1년전,365,일평년,351,2023-01-07
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/07),-,1일전 (01/06),346,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,351,1년전,268,일평년,257,2023-01-07
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/09),"50,300",1일전 (01/08),-,1주일전 (01/02),"50,027",2주일전 (12/26),"51,361",1개월전,"52,415",1년전,"54,554",일평년,"53,049",2023-01-09
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/09),"3,681",1일전 (01/08),-,1주일전 (01/02),"3,681",2주일전 (12/26),"3,638",1개월전,"3,698",1년전,"4,748",일평년,"4,587",2023-01-09
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/09),"5,515",1일전 (01/08),-,1주일전 (01/02),"5,457",2주일전 (12/26),"5,420",1개월전,"5,369",1년전,"5,351",일평년,"4,997",2023-01-09
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/09),"6,668",1일전 (01/08),-,1주일전 (01/02),"6,668",2주일전 (12/26),"6,440",1개월전,"6,278",1년전,"7,785",일평년,"8,040",2023-01-09
녹두,143,국산(500g),0,상품,4,500g,당일 (01/09),"10,638",1일전 (01/08),-,1주일전 (01/02),"10,683",2주일전 (12/26),"10,654",1개월전,"10,706",1년전,"11,091",일평년,"7,631",2023-01-09
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/09),"5,196",1일전 (01/08),-,1주일전 (01/02),"5,232",2주일전 (12/26),"5,188",1개월전,"5,049",1년전,"5,477",일평년,"5,113",2023-01-09
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/09),"4,076",1일전 (01/08),-,1주일전 (01/02),"4,076",2주일전 (12/26),"4,076",1개월전,"4,093",1년전,"4,432",일평년,"4,135",2023-01-09
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/09),425,1일전 (01/08),-,1주일전 (01/02),430,2주일전 (12/26),420,1개월전,414,1년전,368,일평년,355,2023-01-09
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/09),348,1일전 (01/08),-,1주일전 (01/02),352,2주일전 (12/26),360,1개월전,354,1년전,293,일평년,274,2023-01-09
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/10),"50,300",1일전 (01/09),"50,300",1주일전 (01/03),"50,027",2주일전 (12/27),"51,402",1개월전,"52,739",1년전,"54,470",일평년,"53,034",2023-01-10
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/10),"3,681",1일전 (01/09),"3,681",1주일전 (01/03),"3,681",2주일전 (12/27),"3,628",1개월전,"3,714",1년전,"4,748",일평년,"4,585",2023-01-10
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/10),"5,550",1일전 (01/09),"5,515",1주일전 (01/03),"5,550",2주일전 (12/27),"5,420",1개월전,"5,337",1년전,"5,351",일평년,"4,997",2023-01-10
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/10),"6,668",1일전 (01/09),"6,668",1주일전 (01/03),"6,668",2주일전 (12/27),"6,583",1개월전,"6,275",1년전,"7,784",일평년,"8,055",2023-01-10
녹두,143,국산(500g),0,상품,4,500g,당일 (01/10),"10,638",1일전 (01/09),"10,638",1주일전 (01/03),"10,683",2주일전 (12/27),"10,654",1개월전,"10,696",1년전,"11,096",일평년,"7,629",2023-01-10
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/10),"5,230",1일전 (01/09),"5,196",1주일전 (01/03),"5,173",2주일전 (12/27),"5,195",1개월전,"4,992",1년전,"5,488",일평년,"5,127",2023-01-10
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/10),"4,076",1일전 (01/09),"4,076",1주일전 (01/03),"4,076",2주일전 (12/27),"4,076",1개월전,"4,093",1년전,"4,441",일평년,"4,139",2023-01-10
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/10),426,1일전 (01/09),425,1주일전 (01/03),430,2주일전 (12/27),421,1개월전,413,1년전,400,일평년,363,2023-01-10
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/10),348,1일전 (01/09),348,1주일전 (01/03),352,2주일전 (12/27),362,1개월전,355,1년전,293,일평년,275,2023-01-10
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/11),"50,284",1일전 (01/10),"50,300",1주일전 (01/04),"49,982",2주일전 (12/28),"51,357",1개월전,"52,739",1년전,"54,023",일평년,"52,969",2023-01-11
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/11),"3,678",1일전 (01/10),"3,681",1주일전 (01/04),"3,681",2주일전 (12/28),"3,619",1개월전,"3,714",1년전,"4,762",일평년,"4,582",2023-01-11
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/11),"5,550",1일전 (01/10),"5,550",1주일전 (01/04),"5,479",2주일전 (12/28),"5,457",1개월전,"5,337",1년전,"5,351",일평년,"4,961",2023-01-11
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/11),"6,668",1일전 (01/10),"6,668",1주일전 (01/04),"6,668",2주일전 (12/28),"6,626",1개월전,"6,275",1년전,"7,771",일평년,"8,052",2023-01-11
녹두,143,국산(500g),0,상품,4,500g,당일 (01/11),"10,638",1일전 (01/10),"10,638",1주일전 (01/04),"10,683",2주일전 (12/28),"10,683",1개월전,"10,696",1년전,"11,102",일평년,"7,639",2023-01-11
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/11),"5,217",1일전 (01/10),"5,230",1주일전 (01/04),"5,193",2주일전 (12/28),"5,195",1개월전,"4,992",1년전,"5,480",일평년,"5,130",2023-01-11
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/11),"4,076",1일전 (01/10),"4,076",1주일전 (01/04),"4,076",2주일전 (12/28),"4,076",1개월전,"4,093",1년전,"4,455",일평년,"4,145",2023-01-11
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/11),428,1일전 (01/10),426,1주일전 (01/04),430,2주일전 (12/28),425,1개월전,413,1년전,404,일평년,367,2023-01-11
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/11),345,1일전 (01/10),348,1주일전 (01/04),352,2주일전 (12/28),362,1개월전,355,1년전,279,일평년,270,2023-01-11
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/12),"50,648",1일전 (01/11),"50,284",1주일전 (01/05),"50,209",2주일전 (12/29),"50,020",1개월전,"52,669",1년전,"53,572",일평년,"52,835",2023-01-12
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/12),"3,377",1일전 (01/11),"3,678",1주일전 (01/05),"3,668",2주일전 (12/29),"3,681",1개월전,"3,705",1년전,"4,777",일평년,"4,585",2023-01-12
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/12),"5,693",1일전 (01/11),"5,550",1주일전 (01/05),"5,465",2주일전 (12/29),"5,420",1개월전,"5,336",1년전,"5,351",일평년,"4,962",2023-01-12
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/12),"6,668",1일전 (01/11),"6,668",1주일전 (01/05),"6,649",2주일전 (12/29),"6,668",1개월전,"6,265",1년전,"7,763",일평년,"8,035",2023-01-12
녹두,143,국산(500g),0,상품,4,500g,당일 (01/12),"10,638",1일전 (01/11),"10,638",1주일전 (01/05),"10,683",2주일전 (12/29),"10,683",1개월전,"10,696",1년전,"11,108",일평년,"7,651",2023-01-12
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/12),"5,233",1일전 (01/11),"5,217",1주일전 (01/05),"5,172",2주일전 (12/29),"5,219",1개월전,"4,992",1년전,"5,489",일평년,"5,133",2023-01-12
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/12),"4,091",1일전 (01/11),"4,076",1주일전 (01/05),"4,076",2주일전 (12/29),"4,076",1개월전,"4,093",1년전,"4,468",일평년,"4,196",2023-01-12
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/12),443,1일전 (01/11),428,1주일전 (01/05),437,2주일전 (12/29),426,1개월전,413,1년전,405,일평년,364,2023-01-12
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/12),333,1일전 (01/11),345,1주일전 (01/05),346,2주일전 (12/29),350,1개월전,355,1년전,279,일평년,270,2023-01-12
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/13),"50,648",1일전 (01/12),"50,648",1주일전 (01/06),"50,209",2주일전 (12/30),"50,020",1개월전,"52,651",1년전,"53,261",일평년,"52,746",2023-01-13
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/13),"3,395",1일전 (01/12),"3,377",1주일전 (01/06),"3,668",2주일전 (12/30),"3,681",1개월전,"3,680",1년전,"4,792",일평년,"4,591",2023-01-13
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/13),"5,693",1일전 (01/12),"5,693",1주일전 (01/06),"5,465",2주일전 (12/30),"5,420",1개월전,"5,333",1년전,"5,361",일평년,"4,942",2023-01-13
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/13),"6,668",1일전 (01/12),"6,668",1주일전 (01/06),"6,649",2주일전 (12/30),"6,668",1개월전,"6,384",1년전,"7,755",일평년,"8,002",2023-01-13
녹두,143,국산(500g),0,상품,4,500g,당일 (01/13),"10,495",1일전 (01/12),"10,638",1주일전 (01/06),"10,638",2주일전 (12/30),"10,683",1개월전,"10,696",1년전,"11,114",일평년,"7,661",2023-01-13
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/13),"5,208",1일전 (01/12),"5,233",1주일전 (01/06),"5,191",2주일전 (12/30),"5,239",1개월전,"5,022",1년전,"5,477",일평년,"5,133",2023-01-13
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/13),"4,108",1일전 (01/12),"4,091",1주일전 (01/06),"4,076",2주일전 (12/30),"4,076",1개월전,"4,093",1년전,"4,474",일평년,"4,185",2023-01-13
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/13),447,1일전 (01/12),443,1주일전 (01/06),437,2주일전 (12/30),426,1개월전,411,1년전,407,일평년,365,2023-01-13
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/13),320,1일전 (01/12),333,1주일전 (01/06),346,2주일전 (12/30),350,1개월전,355,1년전,275,일평년,271,2023-01-13
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/14),-,1일전 (01/13),"50,648",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"52,651",1년전,"53,261",일평년,"52,746",2023-01-14
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/14),-,1일전 (01/13),"3,395",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"3,680",1년전,"4,792",일평년,"4,591",2023-01-14
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/14),-,1일전 (01/13),"5,693",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"5,333",1년전,"5,361",일평년,"4,942",2023-01-14
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/14),-,1일전 (01/13),"6,668",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"6,384",1년전,"7,755",일평년,"8,002",2023-01-14
녹두,143,국산(500g),0,상품,4,500g,당일 (01/14),-,1일전 (01/13),"10,495",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"10,696",1년전,"11,114",일평년,"7,661",2023-01-14
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/14),-,1일전 (01/13),"5,208",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"5,022",1년전,"5,477",일평년,"5,133",2023-01-14
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/14),-,1일전 (01/13),"4,108",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"4,093",1년전,"4,474",일평년,"4,185",2023-01-14
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/14),-,1일전 (01/13),447,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,411,1년전,407,일평년,365,2023-01-14
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/14),-,1일전 (01/13),320,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,355,1년전,275,일평년,271,2023-01-14
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/16),"50,586",1일전 (01/15),-,1주일전 (01/09),"50,300",2주일전 (01/02),"50,027",1개월전,"52,822",1년전,"52,681",일평년,"52,502",2023-01-16
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/16),"3,395",1일전 (01/15),-,1주일전 (01/09),"3,681",2주일전 (01/02),"3,681",1개월전,"3,610",1년전,"4,821",일평년,"4,610",2023-01-16
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/16),"5,700",1일전 (01/15),-,1주일전 (01/09),"5,515",2주일전 (01/02),"5,457",1개월전,"5,371",1년전,"5,376",일평년,"4,946",2023-01-16
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/16),"6,668",1일전 (01/15),-,1주일전 (01/09),"6,668",2주일전 (01/02),"6,668",1개월전,"6,786",1년전,"7,738",일평년,"7,983",2023-01-16
녹두,143,국산(500g),0,상품,4,500g,당일 (01/16),"10,495",1일전 (01/15),-,1주일전 (01/09),"10,638",2주일전 (01/02),"10,683",1개월전,"10,671",1년전,"11,114",일평년,"7,709",2023-01-16
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/16),"5,147",1일전 (01/15),-,1주일전 (01/09),"5,196",2주일전 (01/02),"5,232",1개월전,"5,094",1년전,"5,449",일평년,"5,134",2023-01-16
고구마,151,밤(1kg),0,중품,5,1kg,당일 (01/16),"4,108",1일전 (01/15),-,1주일전 (01/09),"4,076",2주일전 (01/02),"4,076",1개월전,"4,090",1년전,"4,481",일평년,"4,175",2023-01-16
감자,152,수미(노지)(100g),1,상품,4,100g,당일 (01/16),456,1일전 (01/15),-,1주일전 (01/09),425,2주일전 (01/02),430,1개월전,408,1년전,421,일평년,377,2023-01-16
감자,152,수미(노지)(100g),1,중품,5,100g,당일 (01/16),320,1일전 (01/15),-,1주일전 (01/09),348,2주일전 (01/02),352,1개월전,352,1년전,275,일평년,278,2023-01-16
쌀,111,20kg(20kg),1,상품,4,20kg,당일 (01/17),"50,586",1일전 (01/16),"50,586",1주일전 (01/10),"50,300",2주일전 (01/03),"50,027",1개월전,"52,930",1년전,"52,678",일평년,"52,493",2023-01-17
찹쌀,112,일반계(1kg),1,상품,4,1kg,당일 (01/17),"3,395",1일전 (01/16),"3,395",1주일전 (01/10),"3,681",2주일전 (01/03),"3,681",1개월전,"3,595",1년전,"4,821",일평년,"4,617",2023-01-17
콩,141,흰 콩(국산)(500g),1,상품,4,500g,당일 (01/17),"5,700",1일전 (01/16),"5,700",1주일전 (01/10),"5,550",2주일전 (01/03),"5,550",1개월전,"5,380",1년전,"5,381",일평년,"4,946",2023-01-17
팥,142,붉은 팥(국산)(500g),0,상품,4,500g,당일 (01/17),"6,668",1일전 (01/16),"6,668",1주일전 (01/10),"6,668",2주일전 (01/03),"6,668",1개월전,"6,926",1년전,"7,730",일평년,"7,981",2023-01-17
녹두,143,국산(500g),0,상품,4,500g,당일 (01/17),"10,466",1일전 (01/16),"10,495",1주일전 (01/10),"10,638",2주일전 (01/03),"10,683",1개월전,"10,665",1년전,"11,114",일평년,"7,710",2023-01-17
고구마,151,밤(1kg),0,상품,4,1kg,당일 (01/17),"5,147",1일전 (01/16),"5,147",1주일전 (01/10),"5,230",2주일전 (01/03),"5,173",1개월전,"5,112",1년전,"5,444",일평년,"5,151",2023-01-17
