item_name,kind_name,rank,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date,item_code,kind_code,rank_code
참깨,백색(국산)(500g),상품,500g,당일 (01/02),"16,138",1일전 (01/01),-,1주일전 (12/26),"16,138",2주일전 (12/19),"16,138",1개월전,"16,188",1년전,"16,900",일평년,"13,008",2023-01-02,,,
참깨,중국(500g),중품,500g,당일 (01/02),"5,104",1일전 (01/01),-,1주일전 (12/26),"5,104",2주일전 (12/19),"5,104",1개월전,"5,104",1년전,"4,679",일평년,"4,140",2023-01-02,,,
땅콩,국산(100g),상품,100g,당일 (01/02),"2,750",1일전 (01/01),-,1주일전 (12/26),"2,746",2주일전 (12/19),"2,743",1개월전,"2,698",1년전,"2,707",일평년,"2,352",2023-01-02,,,
땅콩,수입(100g),중품,100g,당일 (01/02),884,1일전 (01/01),-,1주일전 (12/26),883,2주일전 (12/19),888,1개월전,890,1년전,890,일평년,809,2023-01-02,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/02),"1,062",1일전 (01/01),-,1주일전 (12/26),"1,021",2주일전 (12/19),"1,059",1개월전,"1,074",1년전,"1,086",일평년,"1,025",2023-01-02,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/02),614,1일전 (01/01),-,1주일전 (12/26),574,2주일전 (12/19),545,1개월전,567,1년전,580,일평년,528,2023-01-02,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/02),601,1일전 (01/01),-,1주일전 (12/26),566,2주일전 (12/19),571,1개월전,595,1년전,557,일평년,529,2023-01-02,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/02),646,1일전 (01/01),-,1주일전 (12/26),607,2주일전 (12/19),636,1개월전,628,1년전,575,일평년,522,2023-01-02,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/02),460,1일전 (01/01),-,1주일전 (12/26),448,2주일전 (12/19),432,1개월전,413,1년전,465,일평년,423,2023-01-02,,,
호두,수입(100g),중품,100g,당일 (01/02),"1,506",1일전 (01/01),-,1주일전 (12/26),"1,370",2주일전 (12/19),"1,460",1개월전,"1,484",1년전,"1,639",일평년,"1,644",2023-01-02,,,
아몬드,수입(100g),중품,100g,당일 (01/02),"1,566",1일전 (01/01),-,1주일전 (12/26),"1,539",2주일전 (12/19),"1,543",1개월전,"1,542",1년전,"1,528",일평년,"1,496",2023-01-02,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/03),"16,138",1일전 (01/02),"16,138",1주일전 (12/27),"16,138",2주일전 (12/20),"16,138",1개월전,"16,188",1년전,"16,900",일평년,"13,012",2023-01-03,,,
참깨,중국(500g),중품,500g,당일 (01/03),"5,104",1일전 (01/02),"5,104",1주일전 (12/27),"5,104",2주일전 (12/20),"5,104",1개월전,"5,104",1년전,"4,681",일평년,"4,142",2023-01-03,,,
땅콩,국산(100g),상품,100g,당일 (01/03),"2,750",1일전 (01/02),"2,750",1주일전 (12/27),"2,746",2주일전 (12/20),"2,743",1개월전,"2,698",1년전,"2,707",일평년,"2,357",2023-01-03,,,
땅콩,수입(100g),중품,100g,당일 (01/03),886,1일전 (01/02),884,1주일전 (12/27),890,2주일전 (12/20),885,1개월전,890,1년전,885,일평년,809,2023-01-03,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/03),"1,065",1일전 (01/02),"1,062",1주일전 (12/27),"1,028",2주일전 (12/20),"1,059",1개월전,"1,074",1년전,"1,084",일평년,"1,025",2023-01-03,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/03),610,1일전 (01/02),614,1주일전 (12/27),574,2주일전 (12/20),545,1개월전,567,1년전,580,일평년,521,2023-01-03,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/03),598,1일전 (01/02),601,1주일전 (12/27),571,2주일전 (12/20),573,1개월전,595,1년전,558,일평년,530,2023-01-03,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/03),643,1일전 (01/02),646,1주일전 (12/27),608,2주일전 (12/20),640,1개월전,628,1년전,574,일평년,522,2023-01-03,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/03),465,1일전 (01/02),460,1주일전 (12/27),447,2주일전 (12/20),432,1개월전,413,1년전,465,일평년,423,2023-01-03,,,
호두,수입(100g),중품,100g,당일 (01/03),"1,524",1일전 (01/02),"1,506",1주일전 (12/27),"1,406",2주일전 (12/20),"1,429",1개월전,"1,484",1년전,"1,637",일평년,"1,640",2023-01-03,,,
아몬드,수입(100g),중품,100g,당일 (01/03),"1,566",1일전 (01/02),"1,566",1주일전 (12/27),"1,545",2주일전 (12/20),"1,543",1개월전,"1,542",1년전,"1,527",일평년,"1,498",2023-01-03,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/04),"16,138",1일전 (01/03),"16,138",1주일전 (12/28),"16,138",2주일전 (12/21),"16,194",1개월전,"16,188",1년전,"16,900",일평년,"13,015",2023-01-04,,,
참깨,중국(500g),중품,500g,당일 (01/04),"5,104",1일전 (01/03),"5,104",1주일전 (12/28),"5,104",2주일전 (12/21),"5,104",1개월전,"5,104",1년전,"4,684",일평년,"4,145",2023-01-04,,,
땅콩,국산(100g),상품,100g,당일 (01/04),"2,736",1일전 (01/03),"2,750",1주일전 (12/28),"2,747",2주일전 (12/21),"2,743",1개월전,"2,698",1년전,"2,707",일평년,"2,357",2023-01-04,,,
땅콩,수입(100g),중품,100g,당일 (01/04),886,1일전 (01/03),886,1주일전 (12/28),890,2주일전 (12/21),885,1개월전,890,1년전,885,일평년,810,2023-01-04,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/04),"1,061",1일전 (01/03),"1,065",1주일전 (12/28),"1,006",2주일전 (12/21),"1,049",1개월전,"1,074",1년전,"1,081",일평년,"1,021",2023-01-04,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/04),608,1일전 (01/03),610,1주일전 (12/28),581,2주일전 (12/21),543,1개월전,567,1년전,581,일평년,521,2023-01-04,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/04),600,1일전 (01/03),598,1주일전 (12/28),576,2주일전 (12/21),568,1개월전,595,1년전,558,일평년,530,2023-01-04,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/04),644,1일전 (01/03),643,1주일전 (12/28),611,2주일전 (12/21),640,1개월전,628,1년전,574,일평년,522,2023-01-04,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/04),462,1일전 (01/03),465,1주일전 (12/28),447,2주일전 (12/21),437,1개월전,413,1년전,466,일평년,424,2023-01-04,,,
호두,수입(100g),중품,100g,당일 (01/04),"1,540",1일전 (01/03),"1,524",1주일전 (12/28),"1,403",2주일전 (12/21),"1,435",1개월전,"1,484",1년전,"1,622",일평년,"1,637",2023-01-04,,,
아몬드,수입(100g),중품,100g,당일 (01/04),"1,566",1일전 (01/03),"1,566",1주일전 (12/28),"1,545",2주일전 (12/21),"1,543",1개월전,"1,542",1년전,"1,499",일평년,"1,496",2023-01-04,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/05),"16,138",1일전 (01/04),"16,138",1주일전 (12/29),"16,138",2주일전 (12/22),"16,138",1개월전,"16,194",1년전,"16,900",일평년,"13,018",2023-01-05,,,
참깨,중국(500g),중품,500g,당일 (01/05),"5,104",1일전 (01/04),"5,104",1주일전 (12/29),"5,104",2주일전 (12/22),"5,104",1개월전,"5,104",1년전,"4,688",일평년,"4,149",2023-01-05,,,
땅콩,국산(100g),상품,100g,당일 (01/05),"2,736",1일전 (01/04),"2,736",1주일전 (12/29),"2,747",2주일전 (12/22),"2,725",1개월전,"2,703",1년전,"2,707",일평년,"2,358",2023-01-05,,,
땅콩,수입(100g),중품,100g,당일 (01/05),913,1일전 (01/04),886,1주일전 (12/29),890,2주일전 (12/22),890,1개월전,891,1년전,885,일평년,810,2023-01-05,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/05),"1,035",1일전 (01/04),"1,061",1주일전 (12/29),"1,018",2주일전 (12/22),"1,027",1개월전,"1,075",1년전,"1,077",일평년,"1,020",2023-01-05,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/05),575,1일전 (01/04),608,1주일전 (12/29),598,2주일전 (12/22),566,1개월전,569,1년전,582,일평년,518,2023-01-05,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/05),560,1일전 (01/04),600,1주일전 (12/29),600,2주일전 (12/22),559,1개월전,594,1년전,557,일평년,532,2023-01-05,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/05),644,1일전 (01/04),644,1주일전 (12/29),649,2주일전 (12/22),604,1개월전,627,1년전,574,일평년,524,2023-01-05,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/05),465,1일전 (01/04),462,1주일전 (12/29),448,2주일전 (12/22),443,1개월전,413,1년전,466,일평년,424,2023-01-05,,,
호두,수입(100g),중품,100g,당일 (01/05),"1,625",1일전 (01/04),"1,540",1주일전 (12/29),"1,506",2주일전 (12/22),"1,387",1개월전,"1,472",1년전,"1,606",일평년,"1,634",2023-01-05,,,
아몬드,수입(100g),중품,100g,당일 (01/05),"1,570",1일전 (01/04),"1,566",1주일전 (12/29),"1,560",2주일전 (12/22),"1,543",1개월전,"1,543",1년전,"1,472",일평년,"1,486",2023-01-05,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/06),"16,138",1일전 (01/05),"16,138",1주일전 (12/30),"16,138",2주일전 (12/23),"16,138",1개월전,"16,190",1년전,"16,894",일평년,"13,018",2023-01-06,,,
참깨,중국(500g),중품,500g,당일 (01/06),"5,104",1일전 (01/05),"5,104",1주일전 (12/30),"5,104",2주일전 (12/23),"5,104",1개월전,"5,104",1년전,"4,692",일평년,"4,151",2023-01-06,,,
땅콩,국산(100g),상품,100g,당일 (01/06),"2,736",1일전 (01/05),"2,736",1주일전 (12/30),"2,750",2주일전 (12/23),"2,728",1개월전,"2,717",1년전,"2,707",일평년,"2,358",2023-01-06,,,
땅콩,수입(100g),중품,100g,당일 (01/06),913,1일전 (01/05),913,1주일전 (12/30),890,2주일전 (12/23),887,1개월전,886,1년전,885,일평년,810,2023-01-06,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/06),"1,035",1일전 (01/05),"1,035",1주일전 (12/30),"1,034",2주일전 (12/23),"1,031",1개월전,"1,075",1년전,"1,077",일평년,"1,021",2023-01-06,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/06),577,1일전 (01/05),575,1주일전 (12/30),603,2주일전 (12/23),571,1개월전,577,1년전,585,일평년,516,2023-01-06,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/06),558,1일전 (01/05),560,1주일전 (12/30),601,2주일전 (12/23),564,1개월전,587,1년전,555,일평년,533,2023-01-06,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/06),644,1일전 (01/05),644,1주일전 (12/30),650,2주일전 (12/23),605,1개월전,624,1년전,576,일평년,527,2023-01-06,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/06),465,1일전 (01/05),465,1주일전 (12/30),451,2주일전 (12/23),443,1개월전,415,1년전,462,일평년,423,2023-01-06,,,
호두,수입(100g),중품,100g,당일 (01/06),"1,624",1일전 (01/05),"1,625",1주일전 (12/30),"1,506",2주일전 (12/23),"1,370",1개월전,"1,435",1년전,"1,598",일평년,"1,633",2023-01-06,,,
아몬드,수입(100g),중품,100g,당일 (01/06),"1,570",1일전 (01/05),"1,570",1주일전 (12/30),"1,560",2주일전 (12/23),"1,539",1개월전,"1,549",1년전,"1,437",일평년,"1,475",2023-01-06,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/07),-,1일전 (01/06),"16,138",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"16,190",1년전,"16,894",일평년,"13,018",2023-01-07,,,
참깨,중국(500g),중품,500g,당일 (01/07),-,1일전 (01/06),"5,104",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"5,104",1년전,"4,692",일평년,"4,151",2023-01-07,,,
땅콩,국산(100g),상품,100g,당일 (01/07),-,1일전 (01/06),"2,736",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"2,717",1년전,"2,707",일평년,"2,358",2023-01-07,,,
땅콩,수입(100g),중품,100g,당일 (01/07),-,1일전 (01/06),913,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,886,1년전,885,일평년,810,2023-01-07,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/07),-,1일전 (01/06),"1,035",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"1,075",1년전,"1,077",일평년,"1,021",2023-01-07,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/07),-,1일전 (01/06),577,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,577,1년전,585,일평년,516,2023-01-07,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/07),-,1일전 (01/06),558,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,587,1년전,555,일평년,533,2023-01-07,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/07),-,1일전 (01/06),644,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,624,1년전,576,일평년,527,2023-01-07,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/07),-,1일전 (01/06),465,1주일전 (12/31),-,2주일전 (12/24),-,1개월전,415,1년전,462,일평년,423,2023-01-07,,,
호두,수입(100g),중품,100g,당일 (01/07),-,1일전 (01/06),"1,624",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"1,435",1년전,"1,598",일평년,"1,633",2023-01-07,,,
아몬드,수입(100g),중품,100g,당일 (01/07),-,1일전 (01/06),"1,570",1주일전 (12/31),-,2주일전 (12/24),-,1개월전,"1,549",1년전,"1,437",일평년,"1,475",2023-01-07,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/09),"16,138",1일전 (01/08),-,1주일전 (01/02),"16,138",2주일전 (12/26),"16,138",1개월전,"16,154",1년전,"16,885",일평년,"13,020",2023-01-09,,,
참깨,중국(500g),중품,500g,당일 (01/09),"5,104",1일전 (01/08),-,1주일전 (01/02),"5,104",2주일전 (12/26),"5,104",1개월전,"5,104",1년전,"4,697",일평년,"4,157",2023-01-09,,,
땅콩,국산(100g),상품,100g,당일 (01/09),"2,768",1일전 (01/08),-,1주일전 (01/02),"2,750",2주일전 (12/26),"2,746",1개월전,"2,741",1년전,"2,707",일평년,"2,363",2023-01-09,,,
땅콩,수입(100g),중품,100g,당일 (01/09),912,1일전 (01/08),-,1주일전 (01/02),884,2주일전 (12/26),883,1개월전,902,1년전,885,일평년,812,2023-01-09,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/09),"1,002",1일전 (01/08),-,1주일전 (01/02),"1,062",2주일전 (12/26),"1,021",1개월전,"1,069",1년전,"1,075",일평년,"1,018",2023-01-09,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/09),578,1일전 (01/08),-,1주일전 (01/02),614,2주일전 (12/26),574,1개월전,578,1년전,589,일평년,516,2023-01-09,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/09),564,1일전 (01/08),-,1주일전 (01/02),601,2주일전 (12/26),566,1개월전,562,1년전,551,일평년,536,2023-01-09,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/09),651,1일전 (01/08),-,1주일전 (01/02),646,2주일전 (12/26),607,1개월전,621,1년전,579,일평년,534,2023-01-09,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/09),467,1일전 (01/08),-,1주일전 (01/02),460,2주일전 (12/26),448,1개월전,420,1년전,454,일평년,423,2023-01-09,,,
호두,수입(100g),중품,100g,당일 (01/09),"1,631",1일전 (01/08),-,1주일전 (01/02),"1,506",2주일전 (12/26),"1,370",1개월전,"1,423",1년전,"1,579",일평년,"1,637",2023-01-09,,,
아몬드,수입(100g),중품,100g,당일 (01/09),"1,574",1일전 (01/08),-,1주일전 (01/02),"1,566",2주일전 (12/26),"1,539",1개월전,"1,555",1년전,"1,371",일평년,"1,455",2023-01-09,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/10),"16,138",1일전 (01/09),"16,138",1주일전 (01/03),"16,138",2주일전 (12/27),"16,138",1개월전,"16,138",1년전,"16,882",일평년,"13,022",2023-01-10,,,
참깨,중국(500g),중품,500g,당일 (01/10),"5,104",1일전 (01/09),"5,104",1주일전 (01/03),"5,104",2주일전 (12/27),"5,104",1개월전,"5,104",1년전,"4,697",일평년,"4,157",2023-01-10,,,
땅콩,국산(100g),상품,100g,당일 (01/10),"2,768",1일전 (01/09),"2,768",1주일전 (01/03),"2,750",2주일전 (12/27),"2,746",1개월전,"2,743",1년전,"2,707",일평년,"2,363",2023-01-10,,,
땅콩,수입(100g),중품,100g,당일 (01/10),912,1일전 (01/09),912,1주일전 (01/03),886,2주일전 (12/27),890,1개월전,902,1년전,885,일평년,812,2023-01-10,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/10),"1,009",1일전 (01/09),"1,002",1주일전 (01/03),"1,065",2주일전 (12/27),"1,028",1개월전,"1,067",1년전,"1,073",일평년,"1,017",2023-01-10,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/10),609,1일전 (01/09),578,1주일전 (01/03),610,2주일전 (12/27),574,1개월전,576,1년전,590,일평년,511,2023-01-10,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/10),566,1일전 (01/09),564,1주일전 (01/03),598,2주일전 (12/27),571,1개월전,554,1년전,551,일평년,537,2023-01-10,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/10),651,1일전 (01/09),651,1주일전 (01/03),643,2주일전 (12/27),608,1개월전,619,1년전,579,일평년,534,2023-01-10,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/10),467,1일전 (01/09),467,1주일전 (01/03),465,2주일전 (12/27),447,1개월전,421,1년전,452,일평년,423,2023-01-10,,,
호두,수입(100g),중품,100g,당일 (01/10),"1,626",1일전 (01/09),"1,631",1주일전 (01/03),"1,524",2주일전 (12/27),"1,406",1개월전,"1,423",1년전,"1,583",일평년,"1,636",2023-01-10,,,
아몬드,수입(100g),중품,100g,당일 (01/10),"1,565",1일전 (01/09),"1,574",1주일전 (01/03),"1,566",2주일전 (12/27),"1,545",1개월전,"1,556",1년전,"1,369",일평년,"1,456",2023-01-10,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/11),"16,138",1일전 (01/10),"16,138",1주일전 (01/04),"16,138",2주일전 (12/28),"16,138",1개월전,"16,138",1년전,"16,876",일평년,"13,028",2023-01-11,,,
참깨,중국(500g),중품,500g,당일 (01/11),"5,104",1일전 (01/10),"5,104",1주일전 (01/04),"5,104",2주일전 (12/28),"5,104",1개월전,"5,104",1년전,"4,701",일평년,"4,159",2023-01-11,,,
땅콩,국산(100g),상품,100g,당일 (01/11),"2,768",1일전 (01/10),"2,768",1주일전 (01/04),"2,736",2주일전 (12/28),"2,747",1개월전,"2,743",1년전,"2,707",일평년,"2,362",2023-01-11,,,
땅콩,수입(100g),중품,100g,당일 (01/11),915,1일전 (01/10),912,1주일전 (01/04),886,2주일전 (12/28),890,1개월전,902,1년전,885,일평년,812,2023-01-11,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/11),"1,009",1일전 (01/10),"1,009",1주일전 (01/04),"1,061",2주일전 (12/28),"1,006",1개월전,"1,067",1년전,"1,072",일평년,"1,016",2023-01-11,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/11),611,1일전 (01/10),609,1주일전 (01/04),608,2주일전 (12/28),581,1개월전,576,1년전,592,일평년,512,2023-01-11,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/11),568,1일전 (01/10),566,1주일전 (01/04),600,2주일전 (12/28),576,1개월전,554,1년전,555,일평년,537,2023-01-11,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/11),651,1일전 (01/10),651,1주일전 (01/04),644,2주일전 (12/28),611,1개월전,619,1년전,579,일평년,536,2023-01-11,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/11),468,1일전 (01/10),467,1주일전 (01/04),462,2주일전 (12/28),447,1개월전,421,1년전,447,일평년,423,2023-01-11,,,
호두,수입(100g),중품,100g,당일 (01/11),"1,628",1일전 (01/10),"1,626",1주일전 (01/04),"1,540",2주일전 (12/28),"1,403",1개월전,"1,423",1년전,"1,589",일평년,"1,635",2023-01-11,,,
아몬드,수입(100g),중품,100g,당일 (01/11),"1,557",1일전 (01/10),"1,565",1주일전 (01/04),"1,566",2주일전 (12/28),"1,545",1개월전,"1,556",1년전,"1,364",일평년,"1,457",2023-01-11,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/12),"16,138",1일전 (01/11),"16,138",1주일전 (01/05),"16,138",2주일전 (12/29),"16,138",1개월전,"16,138",1년전,"16,871",일평년,"13,033",2023-01-12,,,
참깨,중국(500g),중품,500g,당일 (01/12),"5,104",1일전 (01/11),"5,104",1주일전 (01/05),"5,104",2주일전 (12/29),"5,104",1개월전,"5,104",1년전,"4,705",일평년,"4,162",2023-01-12,,,
땅콩,국산(100g),상품,100g,당일 (01/12),"2,768",1일전 (01/11),"2,768",1주일전 (01/05),"2,736",2주일전 (12/29),"2,747",1개월전,"2,743",1년전,"2,707",일평년,"2,362",2023-01-12,,,
땅콩,수입(100g),중품,100g,당일 (01/12),906,1일전 (01/11),915,1주일전 (01/05),913,2주일전 (12/29),890,1개월전,902,1년전,885,일평년,812,2023-01-12,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/12),"1,044",1일전 (01/11),"1,009",1주일전 (01/05),"1,035",2주일전 (12/29),"1,018",1개월전,"1,066",1년전,"1,071",일평년,"1,015",2023-01-12,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/12),621,1일전 (01/11),611,1주일전 (01/05),575,2주일전 (12/29),598,1개월전,575,1년전,594,일평년,513,2023-01-12,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/12),551,1일전 (01/11),568,1주일전 (01/05),560,2주일전 (12/29),600,1개월전,553,1년전,560,일평년,538,2023-01-12,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/12),669,1일전 (01/11),651,1주일전 (01/05),644,2주일전 (12/29),649,1개월전,619,1년전,580,일평년,538,2023-01-12,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/12),468,1일전 (01/11),468,1주일전 (01/05),465,2주일전 (12/29),448,1개월전,421,1년전,443,일평년,423,2023-01-12,,,
호두,수입(100g),중품,100g,당일 (01/12),"1,632",1일전 (01/11),"1,628",1주일전 (01/05),"1,625",2주일전 (12/29),"1,506",1개월전,"1,423",1년전,"1,595",일평년,"1,634",2023-01-12,,,
아몬드,수입(100g),중품,100g,당일 (01/12),"1,557",1일전 (01/11),"1,557",1주일전 (01/05),"1,570",2주일전 (12/29),"1,560",1개월전,"1,555",1년전,"1,360",일평년,"1,456",2023-01-12,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/13),"16,138",1일전 (01/12),"16,138",1주일전 (01/06),"16,138",2주일전 (12/30),"16,138",1개월전,"16,138",1년전,"16,871",일평년,"13,054",2023-01-13,,,
참깨,중국(500g),중품,500g,당일 (01/13),"5,104",1일전 (01/12),"5,104",1주일전 (01/06),"5,104",2주일전 (12/30),"5,104",1개월전,"5,104",1년전,"4,709",일평년,"4,163",2023-01-13,,,
땅콩,국산(100g),상품,100g,당일 (01/13),"2,768",1일전 (01/12),"2,768",1주일전 (01/06),"2,736",2주일전 (12/30),"2,750",1개월전,"2,743",1년전,"2,708",일평년,"2,361",2023-01-13,,,
땅콩,수입(100g),중품,100g,당일 (01/13),900,1일전 (01/12),906,1주일전 (01/06),913,2주일전 (12/30),890,1개월전,897,1년전,885,일평년,812,2023-01-13,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/13),"1,059",1일전 (01/12),"1,044",1주일전 (01/06),"1,035",2주일전 (12/30),"1,034",1개월전,"1,065",1년전,"1,070",일평년,"1,016",2023-01-13,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/13),638,1일전 (01/12),621,1주일전 (01/06),577,2주일전 (12/30),603,1개월전,569,1년전,595,일평년,516,2023-01-13,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/13),555,1일전 (01/12),551,1주일전 (01/06),558,2주일전 (12/30),601,1개월전,554,1년전,566,일평년,540,2023-01-13,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/13),671,1일전 (01/12),669,1주일전 (01/06),644,2주일전 (12/30),650,1개월전,624,1년전,580,일평년,539,2023-01-13,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/13),473,1일전 (01/12),468,1주일전 (01/06),465,2주일전 (12/30),451,1개월전,424,1년전,445,일평년,425,2023-01-13,,,
호두,수입(100g),중품,100g,당일 (01/13),"1,634",1일전 (01/12),"1,632",1주일전 (01/06),"1,624",2주일전 (12/30),"1,506",1개월전,"1,431",1년전,"1,593",일평년,"1,634",2023-01-13,,,
아몬드,수입(100g),중품,100g,당일 (01/13),"1,557",1일전 (01/12),"1,557",1주일전 (01/06),"1,570",2주일전 (12/30),"1,560",1개월전,"1,552",1년전,"1,359",일평년,"1,456",2023-01-13,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/14),-,1일전 (01/13),"16,138",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"16,138",1년전,"16,871",일평년,"13,054",2023-01-14,,,
참깨,중국(500g),중품,500g,당일 (01/14),-,1일전 (01/13),"5,104",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"5,104",1년전,"4,709",일평년,"4,163",2023-01-14,,,
땅콩,국산(100g),상품,100g,당일 (01/14),-,1일전 (01/13),"2,768",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"2,743",1년전,"2,708",일평년,"2,361",2023-01-14,,,
땅콩,수입(100g),중품,100g,당일 (01/14),-,1일전 (01/13),900,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,897,1년전,885,일평년,812,2023-01-14,,,
느타리버섯,느타리버섯(100g),상품,100g,당일 (01/14),-,1일전 (01/13),"1,059",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"1,065",1년전,"1,070",일평년,"1,016",2023-01-14,,,
느타리버섯,애느타리버섯(100g),상품,100g,당일 (01/14),-,1일전 (01/13),638,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,569,1년전,595,일평년,516,2023-01-14,,,
팽이버섯,팽이버섯(150g),상품,150g,당일 (01/14),-,1일전 (01/13),555,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,554,1년전,566,일평년,540,2023-01-14,,,
새송이버섯,새송이버섯(100g),상품,100g,당일 (01/14),-,1일전 (01/13),671,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,624,1년전,580,일평년,539,2023-01-14,,,
새송이버섯,새송이버섯(100g),중품,100g,당일 (01/14),-,1일전 (01/13),473,1주일전 (01/07),-,2주일전 (12/31),-,1개월전,424,1년전,445,일평년,425,2023-01-14,,,
호두,수입(100g),중품,100g,당일 (01/14),-,1일전 (01/13),"1,634",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"1,431",1년전,"1,593",일평년,"1,634",2023-01-14,,,
아몬드,수입(100g),중품,100g,당일 (01/14),-,1일전 (01/13),"1,557",1주일전 (01/07),-,2주일전 (12/31),-,1개월전,"1,552",1년전,"1,359",일평년,"1,456",2023-01-14,,,
참깨,백색(국산)(500g),상품,500g,당일 (01/16),"16,138",1일전 (01/15),-,1주일전 (01/09),"16,138",2주일전 (01/02),"16,138",1개월전,"16,138",1년전,"16,871",일평년,"13,095",2023-01-16,,,
