year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2009,6,1,19.5,9.2,28.7,,,
2009,6,2,20.1,13.7,28.6,4.0,4.0,
2009,6,3,19.0,16.6,23.4,10.0,10.0,
2009,6,4,20.1,14.9,27.7,,,
2009,6,5,20.5,12.1,29.1,,,
2009,6,6,20.1,12.9,27.7,,,
2009,6,7,17.1,14.7,20.2,0.4,0.4,
2009,6,8,19.4,14.3,25.9,,,
2009,6,9,18.4,15.7,22.0,15.5,15.5,
2009,6,10,19.6,16.4,24.5,15.5,15.5,
2009,6,11,21.8,15.3,27.5,0.5,0.5,
2009,6,12,19.4,13.1,26.4,1.5,1.5,
2009,6,13,18.6,10.6,25.4,,,
2009,6,14,19.0,16.1,25.4,4.5,4.5,
2009,6,15,20.6,16.0,26.9,1.5,1.5,
2009,6,16,19.9,15.9,26.5,0.0,0.0,
2009,6,17,18.5,16.7,21.3,1.0,1.0,
2009,6,18,22.8,16.6,31.3,,,
2009,6,19,23.9,17.3,30.4,,,
2009,6,20,22.1,21.4,23.8,35.5,35.5,
2009,6,21,25.5,21.0,31.7,0.5,0.5,
2009,6,22,23.7,18.0,29.4,,,
2009,6,23,22.9,16.2,30.7,,,
2009,6,24,23.1,14.7,31.8,,,
2009,6,25,22.3,15.3,30.1,,,
2009,6,26,22.9,13.9,30.8,,,
2009,6,27,25.5,18.8,33.7,,,
2009,6,28,25.5,19.7,32.1,,,
2009,6,29,25.3,21.5,31.6,15.0,15.0,
2009,6,30,25.0,22.6,28.2,0.2,0.2,
