stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
95,철원,2023-01-01,-4.0,-11.5,2333,1.9,1409,,,,,,,6.4,270,1401,3.2,200,100,1.1,987,200,-11.8,22,1417,60.3,2.6,1011.8,1034.7,2306,1029.6,106,1031.9,9.6,8.2,1200.0,1.75,10.57,,,,,,0.6,0.0,-0.2,-5.3,,,,,,,,,,1.1,1.6,,,
95,철원,2023-01-02,-10.2,-15.7,732,-2.4,1419,,,,,,,4.1,160,1541,2.1,200,1505,0.6,498,70,-16.2,29,1549,66.8,1.8,1013.2,1035.7,841,1031.1,1520,1033.8,9.6,8.2,1200.0,1.85,11.48,,,,,,,,-0.7,-6.4,,,,,,,,,,0.9,1.3,,,
95,철원,2023-01-03,-10.6,-18.0,716,-1.7,1524,,,,,,,4.2,290,1605,2.4,290,1612,0.6,490,290,-16.7,26,1523,66.5,1.7,1011.8,1034.5,814,1029.7,1505,1032.4,9.6,8.2,1100.0,2.17,11.69,,,,,,5.1,0.0,-0.8,-7.1,,,,,,,,,,0.9,1.3,,,
95,철원,2023-01-04,-9.6,-17.6,625,0.7,1447,,,,,,,3.5,140,1414,2.0,160,1422,0.4,366,360,-15.8,23,1548,66.6,1.8,1012.1,1034.2,836,1030.6,1515,1032.7,9.6,8.2,1100.0,1.88,10.94,,,,,,3.9,0.0,-0.9,-7.0,,,,,,,,,,0.9,1.4,,,
95,철원,2023-01-05,-7.7,-15.6,749,2.8,1505,,,,,,,3.0,290,1641,1.5,270,1648,0.3,295,70,-14.0,23,1337,67.0,2.1,1012.2,1034.8,318,1030.1,1501,1032.5,9.6,8.2,1100.0,1.87,10.96,,,,,,3.0,0.0,-0.8,-6.4,,,,,,,,,,1.0,1.4,,,
95,철원,2023-01-06,-3.5,-12.0,306,3.2,1420,,,,,,4.2,4.9,230,1457,2.2,230,1530,0.5,442,230,-7.3,51,1524,76.8,3.7,1003.7,1031.7,15,1015.5,2315,1023.6,9.6,4.0,1000.0,1.27,6.42,,,,,,7.1,5.0,-0.6,-5.4,,,,,,,,,,0.6,0.9,7.0,,
95,철원,2023-01-07,-1.8,-10.3,2309,1.4,1414,,,,,,2.8,4.6,250,1427,2.1,270,849,0.7,624,230,-2.9,75,1422,92.0,5.1,1000.9,1025.8,2236,1015.2,132,1020.5,9.6,0.2,1400.0,0.13,0.4,,,,,,5.9,5.0,-0.1,-1.8,,,,,,,,,,0.2,0.3,0.0,,
95,철원,2023-01-08,-4.6,-12.2,647,2.0,1536,,,,,,,1.7,50,1710,1.1,20,1712,0.3,246,20,-5.8,67,1601,91.5,4.1,1006.6,1029.0,835,1024.7,1536,1026.6,9.7,6.6,1400.0,1.31,5.5,,,,,,6.0,6.0,-0.2,-1.9,,,,,,,,,,0.5,0.7,,,
95,철원,2023-01-09,-1.1,-8.1,2344,5.2,1308,,,,,,,4.1,340,1454,2.4,290,1437,0.7,562,340,-4.2,43,1532,81.0,4.6,1006.5,1031.1,2346,1023.4,1404,1026.2,9.7,7.9,1200.0,1.77,10.18,,,,,,2.8,1.3,-0.1,-3.0,,,,,,,,,,1.0,1.4,,,
95,철원,2023-01-10,-5.3,-12.7,749,5.5,1514,,,,,,,1.9,340,1229,1.3,50,26,0.4,313,290,-8.1,43,1434,82.5,3.4,1010.4,1033.4,910,1027.9,1626,1030.6,9.7,8.1,1200.0,2.27,11.57,,,,,,3.9,1.1,-0.4,-4.6,,,,,,,,,,1.0,1.5,,,
