stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
170,완도,2023-01-01,5.3,2.5,1,9.0,1309,,,,,,,7.9,290.0,1319.0,4.9,290.0,1320.0,2.3,1977.0,290.0,-2.1,40,1240,59.5,5.3,1026.4,1032.4,2340,1028.9,1425,1030.9,9.9,7.4,,,,,,,,,3.0,2.0,1.6,-3.0,,,,,,,,,,,,,,
170,완도,2023-01-02,2.2,0.6,2108,5.0,1416,,,,,,,8.4,320.0,1228.0,4.7,340.0,1215.0,2.4,2042.0,320.0,-6.8,38,1230,52.0,3.7,1027.2,1033.6,916,1029.3,1506,1031.7,9.9,7.7,,,,,,,,,4.3,3.8,1.0,-4.5,,,,,,,,,,,,,,
170,완도,2023-01-03,2.7,0.5,527,6.4,1438,,,,,,,8.4,340.0,1208.0,4.9,340.0,1231.0,2.0,1736.0,320.0,-3.9,49,1315,61.9,4.6,1025.9,1031.9,337,1028.3,1454,1030.4,9.9,7.3,,,,,,,,,3.5,1.3,0.8,-4.2,,,,,,,,,,,,,,
170,완도,2023-01-04,3.3,-1.5,337,7.7,1431,,,,,,,7.4,360.0,1237.0,3.6,340.0,1233.0,1.5,1258.0,340.0,-2.9,46,1434,64.4,5.0,1026.8,1032.6,1044,1029.8,1435,1031.2,9.9,8.2,,,,,,,,,0.6,0.0,0.7,-6.6,,,,,,,,,,,,,,
170,완도,2023-01-05,4.3,0.0,413,9.7,1502,,,,,,,6.5,290.0,1551.0,3.7,290.0,1527.0,0.8,729.0,290.0,0.2,51,1518,75.8,6.2,1026.2,1032.5,246,1029.2,1323,1030.6,10.0,1.0,,,,,,,,,6.0,3.9,1.3,-5.0,,,,,,,,,,,,,,
170,완도,2023-01-06,5.8,1.1,641,11.2,1435,,,,,,1.3,13.5,290.0,2329.0,6.5,290.0,2357.0,1.3,1086.0,230.0,2.0,51,1314,78.5,7.1,1018.8,1029.8,1,1017.6,2320,1023.2,10.0,6.9,,,,,,,,,5.9,3.0,3.4,-3.7,,,,,,,,,,,,,,
170,완도,2023-01-07,5.9,3.0,2153,8.9,1345,,,,,,,17.9,290.0,209.0,8.9,290.0,209.0,4.4,3830.0,290.0,-2.2,44,239,56.4,5.2,1017.2,1025.2,2323,1017.7,7,1021.6,10.0,6.5,,,,,,,,,1.1,1.1,3.2,-2.8,,,,,,,,,,,,,,
170,완도,2023-01-08,4.7,-0.8,733,10.8,1443,,,,,,,3.0,270.0,28.0,2.0,290.0,31.0,0.7,579.0,90.0,0.4,47,1340,75.1,6.3,1021.0,1027.6,951,1023.9,1610,1025.4,10.0,8.2,,,,,,,,,0.0,0.0,2.6,-5.2,,,,,,,,,,,,,,
170,완도,2023-01-09,6.2,2.1,449,14.2,1201,,,,,,,8.5,290.0,1729.0,5.4,290.0,1417.0,2.0,1694.0,320.0,1.8,50,2150,75.0,7.2,1020.0,1027.3,2308,1021.9,1344,1024.4,10.0,6.8,,,,,,,,,3.0,3.0,3.6,-2.6,,,,,,,,,,,,,,
170,완도,2023-01-10,5.2,-1.9,704,10.9,1429,,,,,,,3.8,20.0,1.0,2.4,160.0,500.0,1.1,964.0,110.0,-1.2,44,1538,64.5,5.7,1023.8,1030.3,935,1026.9,1643,1028.2,10.0,8.5,,,,,,,,,1.4,1.4,3.1,-7.1,,,,,,,,,,,,,,
